filename,width,height,class,xmin,ymin,xmax,ymax
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,506,339,615,532
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,83,122,219,320
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,346,371,519,608
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,358,129,551,416
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,7,205,135,539
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,231,255,377,563
leaf_mold_tomato6x1200_jpg.rf.d945631dcf823cc133d6d1c822666906.jpg,640,640,Tomato mold leaf,276,128,347,359
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,144,57,321,278
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,13,161,99,288
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,263,201,460,390
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,80,270,254,473
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,360,312,618,553
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,208,368,369,586
tomato-leaf-26180166_jpg.rf.02f0ae1750960030c2c6fe533f6cfafb.jpg,640,640,Tomato leaf bacterial spot,91,55,191,163
5086-early_jpg.rf.973531856ad40a6fb7b7cab0d837b8e5.jpg,640,640,Tomato Early blight leaf,119,54,606,586
bacterial-speck-tomato-3_jpg.rf.d8a2d4fb082d3e242ffbfe70abac1cbc.jpg,640,640,Tomato leaf late blight,0,26,552,584
earlyblightresize_jpg.rf.8fda1e8ac2fc6d19a3be60e0a70c65ed.jpg,640,640,Tomato Early blight leaf,76,117,636,563
70_jpg.rf.f7e06d437400ed9f9594c81730abd7c3.jpg,640,640,Tomato leaf yellow virus,142,6,480,634
7262-drought_jpg.rf.817c992ce8ba104bf9668a0694f4e46d.jpg,640,640,Tomato leaf yellow virus,77,3,601,639
leaf-spot3-big_jpg.rf.cdcc4d4701c78b8e8e7629f4235bdac6.jpg,640,640,Tomato leaf mosaic virus,186,313,326,493
leaf-spot3-big_jpg.rf.cdcc4d4701c78b8e8e7629f4235bdac6.jpg,640,640,Tomato leaf mosaic virus,236,70,339,205
leaf-spot3-big_jpg.rf.cdcc4d4701c78b8e8e7629f4235bdac6.jpg,640,640,Tomato leaf mosaic virus,57,77,231,512
leaf-spot3-big_jpg.rf.cdcc4d4701c78b8e8e7629f4235bdac6.jpg,640,640,Tomato leaf mosaic virus,275,147,582,602
BCH-20small-20thumbnail-20for-20upload-20-2814-29_jpg.rf.ac473e9f93cdf01ba126132d06d3be33.jpg,640,640,Tomato leaf mosaic virus,6,34,165,349
BCH-20small-20thumbnail-20for-20upload-20-2814-29_jpg.rf.ac473e9f93cdf01ba126132d06d3be33.jpg,640,640,Tomato leaf mosaic virus,112,9,291,409
BCH-20small-20thumbnail-20for-20upload-20-2814-29_jpg.rf.ac473e9f93cdf01ba126132d06d3be33.jpg,640,640,Tomato leaf mosaic virus,140,214,483,517
50-20Leafmold-20Top_jpg.rf.f526df652c2e45184550a8f3c52b1a9b.jpg,640,640,Tomato mold leaf,51,39,589,602
leafspot-5aba8283642dca003687f6fa_jpg.rf.9042f26e83c3ee05748f9fdcf0cc57f2.jpg,640,640,Tomato Septoria leaf spot,343,207,639,565
leafspot-5aba8283642dca003687f6fa_jpg.rf.9042f26e83c3ee05748f9fdcf0cc57f2.jpg,640,640,Tomato Septoria leaf spot,45,10,362,427
leafspot-5aba8283642dca003687f6fa_jpg.rf.9042f26e83c3ee05748f9fdcf0cc57f2.jpg,640,640,Tomato Septoria leaf spot,46,472,372,639
Leafspotx450xBugwood_jpg.rf.195c8954e3772f04b89cb71122538a38.jpg,640,640,Tomato Septoria leaf spot,106,164,466,639
Leafspotx450xBugwood_jpg.rf.195c8954e3772f04b89cb71122538a38.jpg,640,640,Tomato Septoria leaf spot,301,0,639,485
Leafspotx450xBugwood_jpg.rf.195c8954e3772f04b89cb71122538a38.jpg,640,640,Tomato Septoria leaf spot,1,24,244,248
leaf_mold_tomato5x1200_jpg.rf.eca62620bd12940233343addc2a96460.jpg,640,640,Tomato mold leaf,95,0,635,478
septorialeafspot2_jpg.rf.77a61001e38e6220a84dc2a04492b876.jpg,640,640,Tomato Septoria leaf spot,0,0,638,638
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,132,486,299,640
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,300,392,508,549
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,383,249,549,423
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,124,245,255,420
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,160,131,309,362
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,233,85,382,325
tomato-leaf-20728368_jpg.rf.a4dfdb25b8edf29ecc6a785601cde9f7.jpg,640,640,Tomato leaf bacterial spot,372,56,566,222
Sept9-300x225_jpg.rf.20fdc56bebf837834a8820ec8babf065.jpg,640,640,Tomato Septoria leaf spot,89,40,574,552
Tomato-blight-large_jpg.rf.854e2076e8d7d19accd2d6c2a1237f0d.jpg,640,640,Tomato Early blight leaf,128,14,559,558
46-Septoria-leaf-spot_jpg.rf.e6ce66d73b173db96b84d5a46745e4a4.jpg,640,640,Tomato Septoria leaf spot,8,288,295,434
46-Septoria-leaf-spot_jpg.rf.e6ce66d73b173db96b84d5a46745e4a4.jpg,640,640,Tomato Septoria leaf spot,6,460,272,586
46-Septoria-leaf-spot_jpg.rf.e6ce66d73b173db96b84d5a46745e4a4.jpg,640,640,Tomato Septoria leaf spot,358,454,631,581
46-Septoria-leaf-spot_jpg.rf.e6ce66d73b173db96b84d5a46745e4a4.jpg,640,640,Tomato Septoria leaf spot,325,308,628,415
46-Septoria-leaf-spot_jpg.rf.e6ce66d73b173db96b84d5a46745e4a4.jpg,640,640,Tomato Septoria leaf spot,206,6,419,323
tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2_jpg.rf.adea9e7d645a59759956e8e606231557.jpg,640,640,Tomato leaf mosaic virus,228,61,515,268
tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2_jpg.rf.adea9e7d645a59759956e8e606231557.jpg,640,640,Tomato leaf mosaic virus,179,343,528,520
Tomato-diseases-prevention-treatment-Early-blight-_jpg.rf.3b2522da2d76e276e3df64e48307ee72.jpg,640,640,Tomato Early blight leaf,95,69,276,268
eb56b488e349c2de423ab6afbcc4bd5b_jpg.rf.a8508ed9a026b3eb8ca770a7b038d4aa.jpg,640,640,Tomato Septoria leaf spot,211,314,448,634
eb56b488e349c2de423ab6afbcc4bd5b_jpg.rf.a8508ed9a026b3eb8ca770a7b038d4aa.jpg,640,640,Tomato Septoria leaf spot,415,7,634,256
eb56b488e349c2de423ab6afbcc4bd5b_jpg.rf.a8508ed9a026b3eb8ca770a7b038d4aa.jpg,640,640,Tomato Septoria leaf spot,218,39,365,308
Septoria-2Bleaf-2Bspot-tomato-JPG_jpg.rf.f999f870e8d8a47ffdf07f7f4248c118.jpg,640,640,Tomato Septoria leaf spot,0,195,332,499
Septoria-2Bleaf-2Bspot-tomato-JPG_jpg.rf.f999f870e8d8a47ffdf07f7f4248c118.jpg,640,640,Tomato Septoria leaf spot,294,27,625,510
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,203,541,288,637
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,249,14,329,183
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,116,132,256,348
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,74,331,225,458
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,357,505,537,603
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,422,389,563,523
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,277,402,445,509
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,308,297,432,449
Leaf-mold-tomato-25282-2529_JPG_jpg.rf.446d84b403a52b427ca4767f6cf61ccc.jpg,640,640,Tomato mold leaf,340,150,466,319
tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952_jpg.rf.23c1b03efadcc1f26085e3e70363e23f.jpg,640,640,Tomato Early blight leaf,198,122,333,256
tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952_jpg.rf.23c1b03efadcc1f26085e3e70363e23f.jpg,640,640,Tomato Early blight leaf,474,390,601,544
tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952_jpg.rf.23c1b03efadcc1f26085e3e70363e23f.jpg,640,640,Tomato Early blight leaf,1,365,262,462
tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952_jpg.rf.23c1b03efadcc1f26085e3e70363e23f.jpg,640,640,Tomato Early blight leaf,301,333,461,441
tomato-blight-phytophthora-infestans-early-stages-on-tomato-plant-b5n952_jpg.rf.23c1b03efadcc1f26085e3e70363e23f.jpg,640,640,Tomato Early blight leaf,0,45,160,134
flies_jpg.rf.71d34bdf5a5713aa0a6aad0655784990.jpg,640,640,Tomato leaf late blight,0,12,634,403
early-blight-pp-labeled_orig_jpg.rf.a417990f9d5b5ac3c8111b62f44ee531.jpg,640,640,Tomato Early blight leaf,86,106,500,631
tomato-leaf-2_jpg.rf.288da75d8439712aa82c09543e1172c0.jpg,640,640,Tomato mold leaf,25,13,633,602
leaf_mold_tomato3x1200_jpg.rf.4493b9e19b09924f14ddfcc03b89b6f3.jpg,640,640,Tomato mold leaf,1,0,638,638
lbleaf_jpg.rf.90a3c951888f74b36be2d549b9746cd2.jpg,640,640,Tomato leaf mosaic virus,222,112,401,559
lbleaf_jpg.rf.90a3c951888f74b36be2d549b9746cd2.jpg,640,640,Tomato leaf mosaic virus,0,125,163,411
lbleaf_jpg.rf.90a3c951888f74b36be2d549b9746cd2.jpg,640,640,Tomato leaf mosaic virus,273,0,421,234
Fig-2_jpg.rf.eb131344f77f681effe96a3b4d02c3c2.jpg,640,640,Tomato leaf yellow virus,362,264,608,476
Fig-2_jpg.rf.eb131344f77f681effe96a3b4d02c3c2.jpg,640,640,Tomato leaf yellow virus,166,208,426,462
Fig-2_jpg.rf.eb131344f77f681effe96a3b4d02c3c2.jpg,640,640,Tomato leaf yellow virus,161,0,328,140
6447731_orig_jpg.rf.803716e6f8b4c7d85d5311df2eeec8d7.jpg,640,640,Tomato Septoria leaf spot,0,95,555,638
5336411888680960-600x272_jpeg_jpg.rf.afc49965c3d49147c65589941dcaef4d.jpg,640,640,Tomato Septoria leaf spot,34,9,581,637
leaf_mold_tomato7x1200_jpg.rf.0a3fb07762c0c418ab9d3cdf15682957.jpg,640,640,Tomato mold leaf,0,59,478,638
7262-drought_jpg.rf.e3907ec4b98a9787e73e053c921b9bfe.jpg,640,640,Tomato leaf mosaic virus,62,49,556,640
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.3ca69392ffcf18255541bdb72b2598c2.jpg,640,640,Tomato mold leaf,219,248,368,512
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.3ca69392ffcf18255541bdb72b2598c2.jpg,640,640,Tomato mold leaf,353,235,529,517
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.3ca69392ffcf18255541bdb72b2598c2.jpg,640,640,Tomato mold leaf,393,164,453,258
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.3ca69392ffcf18255541bdb72b2598c2.jpg,640,640,Tomato mold leaf,109,18,423,135
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,99,434,303,517
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,371,361,522,458
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,376,340,438,392
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,6,329,157,416
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,484,217,555,301
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,320,219,428,316
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,36,212,156,338
Figure-4_jpg.rf.3b69076b70feb3af5d93055f8d828df5.jpg,640,640,Tomato leaf,303,170,414,253
web1_copy_early-blight-6-_0_jpg.rf.ba4d5480cc58901cf018c0db773d6622.jpg,640,640,Tomato Early blight leaf,154,44,637,604
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.894ccba900a27430d90b21894bf4cfb4.jpg,640,640,Tomato mold leaf,279,132,405,386
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.894ccba900a27430d90b21894bf4cfb4.jpg,640,640,Tomato mold leaf,242,412,520,605
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.894ccba900a27430d90b21894bf4cfb4.jpg,640,640,Tomato mold leaf,201,395,254,483
Leaf-Mold-lower-leaf-surface-spores-28conidia-29_jpg.rf.894ccba900a27430d90b21894bf4cfb4.jpg,640,640,Tomato mold leaf,120,140,272,409
earlyblighttomato_jpg.rf.d10b6231c311025d8bc81e4f0ecc0a70.jpg,640,640,Tomato Early blight leaf,102,64,633,608
eblight5_jpg.rf.ca1aab05da8570940cd8836a072ecd54.jpg,640,640,Tomato Early blight leaf,237,134,403,628
Leaf-20spot_jpg.rf.c43f4ef393fdb113d60b3fb0361a89ae.jpg,640,640,Tomato Septoria leaf spot,5,77,602,634
early-blight-septoria-ls-fig-3_jpg.rf.1b60b6613780256bf9a03ae707c34154.jpg,640,640,Tomato Septoria leaf spot,335,8,639,428
early-blight-septoria-ls-fig-3_jpg.rf.1b60b6613780256bf9a03ae707c34154.jpg,640,640,Tomato Septoria leaf spot,32,116,403,639
Figure-3-7_jpg.rf.ee28faf2d1e1127760374cf05bd31382.jpg,640,640,Tomato leaf mosaic virus,263,365,445,602
Figure-3-7_jpg.rf.ee28faf2d1e1127760374cf05bd31382.jpg,640,640,Tomato leaf mosaic virus,74,97,554,454
bacterialLeafSpot04-xqxm03_jpg.rf.f7a0adeb0e1bc32e4e0c7587f49f1050.jpg,640,640,Tomato leaf mosaic virus,38,134,410,563
bacterialLeafSpot04-xqxm03_jpg.rf.f7a0adeb0e1bc32e4e0c7587f49f1050.jpg,640,640,Tomato leaf mosaic virus,403,128,634,531
lb_leaf_lesions2x1200_jpg.rf.469b32a7b0d7768032c9c5fc11a45ae2.jpg,640,640,Tomato leaf mosaic virus,202,134,486,518
leaf_mold_tomato2x1200_jpg.rf.1c7af0a02fd0003c1a9af481d36643ec.jpg,640,640,Tomato mold leaf,0,141,638,638
leaf_mold_tomato2x1200_jpg.rf.1c7af0a02fd0003c1a9af481d36643ec.jpg,640,640,Tomato mold leaf,344,0,588,169
leaf_mold_tomato3x1200_jpg.rf.a7061223e7fa078447d2f262c123c9cb.jpg,640,640,Tomato mold leaf,0,0,638,638
6447731_orig_jpg.rf.bcb363b6f39ff8994db17f7d72a09f1c.jpg,640,640,Tomato Septoria leaf spot,64,0,639,557
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,252,27,456,267
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,488,76,591,213
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,164,202,384,416
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,382,208,582,431
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,53,345,341,617
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,307,340,496,575
tomato-leaf-26180166_jpg.rf.1c0eed0bf427e7552cfbc8c1044dff75.jpg,640,640,Tomato leaf bacterial spot,365,3,477,122
leaf_mold_tomato4x1200_jpg.rf.5c33d6929b28607f0758013aa739d154.jpg,640,640,Tomato mold leaf,0,0,503,638
leaf_mold_tomato4x1200_jpg.rf.5c33d6929b28607f0758013aa739d154.jpg,640,640,Tomato mold leaf,358,52,639,630
607-155-1_jpg.rf.34f8ceb67bc0a4e8cd3a8e1689d48220.jpg,640,640,Tomato mold leaf,64,83,621,602
IMG_1526_jpg.rf.a743cbfb1879ef0beaff32e1e9ea8f16.jpg,640,640,Tomato leaf yellow virus,141,57,544,595
tomato-early-blight-e1437503226856_jpg.rf.9e365fb2a3636688cb5fc6224f1c20a4.jpg,640,640,Tomato Septoria leaf spot,20,308,443,634
tomato-early-blight-e1437503226856_jpg.rf.9e365fb2a3636688cb5fc6224f1c20a4.jpg,640,640,Tomato Septoria leaf spot,263,45,609,448
late-blight-leaves_jpg.rf.4e928f8e0c16081c202a645eda2038a2.jpg,640,640,Tomato leaf mosaic virus,285,201,490,604
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,64,442,141,622
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,128,128,199,192
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,211,153,269,262
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,550,390,621,582
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,77,249,160,320
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,77,122,121,211
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,187,256,276,313
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,141,333,236,416
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,441,148,538,237
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,486,218,583,307
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,346,288,423,480
9511_img_jpg.rf.41ed52aa9c1b1757102d4d00432e3b99.jpg,640,640,Tomato leaf,372,314,493,480
Tomato-Early-Blight-e1513806873934_jpg.rf.5ee45dc7c9d94db15f191c2f6bfa11b3.jpg,640,640,Tomato Early blight leaf,169,0,497,222
Tomato-Early-Blight-e1513806873934_jpg.rf.5ee45dc7c9d94db15f191c2f6bfa11b3.jpg,640,640,Tomato Early blight leaf,155,171,639,638
BCH-20medium-20thumbnail-20for-20upload-20-2861-29_jpg.rf.8e1c246f12d6d371cc058124202173c4.jpg,640,640,Tomato Septoria leaf spot,12,6,225,486
BCH-20medium-20thumbnail-20for-20upload-20-2861-29_jpg.rf.8e1c246f12d6d371cc058124202173c4.jpg,640,640,Tomato Septoria leaf spot,205,218,429,493
55830b60a7cf2_image_jpg.rf.419a374bdbe89a6d0b05056048154fc3.jpg,640,640,Tomato Septoria leaf spot,76,71,333,192
55830b60a7cf2_image_jpg.rf.419a374bdbe89a6d0b05056048154fc3.jpg,640,640,Tomato Septoria leaf spot,365,76,633,250
55830b60a7cf2_image_jpg.rf.419a374bdbe89a6d0b05056048154fc3.jpg,640,640,Tomato Septoria leaf spot,103,179,352,513
tomato-early-blight-e1437503226856_jpg.rf.42e986da2e20473a56ba1f78d927408c.jpg,640,640,Tomato Septoria leaf spot,18,311,440,638
tomato-early-blight-e1437503226856_jpg.rf.42e986da2e20473a56ba1f78d927408c.jpg,640,640,Tomato Septoria leaf spot,260,42,609,449
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,205,25,391,230
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,256,224,499,307
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,307,300,550,397
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,295,410,556,493
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,26,384,257,473
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,6,301,263,378
tomato-leaf-6291945_jpg.rf.f60d8c60924e345385b8863d6820db26.jpg,640,640,Tomato leaf late blight,38,218,231,295
bacterial-speck-tomato-2_jpg.rf.a61efbe9272c7153664c847b3a5be454.jpg,640,640,Tomato leaf late blight,7,123,639,619
55830b60a7cf2_image_jpg.rf.d696c649027e9c405a495c2e3c4ac060.jpg,640,640,Tomato Septoria leaf spot,77,73,335,193
55830b60a7cf2_image_jpg.rf.d696c649027e9c405a495c2e3c4ac060.jpg,640,640,Tomato Septoria leaf spot,363,77,639,243
55830b60a7cf2_image_jpg.rf.d696c649027e9c405a495c2e3c4ac060.jpg,640,640,Tomato Septoria leaf spot,103,181,355,514
tomato-blight_jpg.rf.9c2a9ac008120de30697e0bacd07e000.jpg,640,640,Tomato leaf mosaic virus,17,376,248,639
tomato-blight_jpg.rf.9c2a9ac008120de30697e0bacd07e000.jpg,640,640,Tomato leaf mosaic virus,0,92,294,339
66e7583ebe11cf0bd06435e4167bd4fd_jpg.rf.5cafc0ffeac8540117630c16c4d9c520.jpg,640,640,Tomato Septoria leaf spot,6,71,634,551
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,283,106,346,203
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,370,135,468,223
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,78,182,241,351
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,164,179,361,466
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,336,189,467,473
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,114,358,205,549
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,456,365,567,568
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,362,400,473,605
4853086777_bc41d29801_jpg.rf.48df7ea85cf43792f2c9126dee86b4ad.jpg,640,640,Tomato Septoria leaf spot,288,446,447,577
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,165,65,244,212
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,25,163,239,283
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,206,223,345,445
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,495,323,563,448
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,64,305,164,473
ill-tomato-of-tomato-mosaic-virus-DBE17N_jpg.rf.c88ab4cd5385e5c0ec73fcd1842063de.jpg,640,640,Tomato leaf yellow virus,445,455,510,589
49-20Leafmold-20Bottom_jpg.rf.213a0cdec39aab07c6288f8ec9c3c918.jpg,640,640,Tomato mold leaf,7,96,615,582
38849847120_7ae02bd6c3_b_jpg.rf.92c10407fa982deb2cec044521c8a766.jpg,640,640,Tomato leaf late blight,137,200,525,625
tomato-yellow-leaf-curl-virus-tylcv_950983_jpg.rf.46dfc5267b48207b57609c5755611685.jpg,640,640,Tomato leaf bacterial spot,525,262,633,627
tomato-yellow-leaf-curl-virus-tylcv_950983_jpg.rf.46dfc5267b48207b57609c5755611685.jpg,640,640,Tomato leaf bacterial spot,218,205,384,550
tomato-blight_jpg.rf.0a4f25502cfa81d3e3e17f01cb555d02.jpg,640,640,Tomato leaf mosaic virus,0,34,217,335
tomato-blight_jpg.rf.0a4f25502cfa81d3e3e17f01cb555d02.jpg,640,640,Tomato leaf mosaic virus,9,330,343,613
wd0phb4_jpg.rf.79c32507b57cc701d3d96ca5e2686bca.jpg,640,640,Tomato leaf yellow virus,49,40,428,615
4118c92ffde66d327ee14e4023320bf7_jpg.rf.811824c828116c72c25ca3046e9bf041.jpg,640,640,Tomato mold leaf,365,205,583,359
4118c92ffde66d327ee14e4023320bf7_jpg.rf.811824c828116c72c25ca3046e9bf041.jpg,640,640,Tomato mold leaf,430,6,596,249
4118c92ffde66d327ee14e4023320bf7_jpg.rf.811824c828116c72c25ca3046e9bf041.jpg,640,640,Tomato mold leaf,58,71,461,551
Tomato-diseases-prevention-treatment_-Early-blight__jpg.rf.3e3885d440cf8b607cdbd85b161bedee.jpg,640,640,Tomato Early blight leaf,345,275,481,582
Early-Blight-Tomatoes_jpg.rf.40b15582a2a2de91c175cebe9de3fdd7.jpg,640,640,Tomato Early blight leaf,27,0,598,617
6336392950972416_jpeg_jpg.rf.60e182cf378438867fabe97816d48f99.jpg,640,640,Tomato Septoria leaf spot,106,2,257,109
